release,pilot_id,sentence_id,source_sha256,sample_role,selection_stratum,source_name,up_votes,down_votes,token_count,primary_order,reviewer_order,selection_seed,algorithm_version
cv-corpus-26.0-2026-06-12,PILOT-0085,7475e2c55302f3b72fa5eccbafffaf1e280c62e129ff4f40238451ac79a92c1d,5445d0503f1fa09801707afc7b15e49c95701174a0cd34a4c9bb98a98acd2c6e,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,3,110,173,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0086,75ec0d552a4271be60755f6a1472658b939417853d9901bffee02455faa9be69,a0c4b79f3d0c4c97634b105a3cdac978ed58a34ed8e269e20c64d1a9ea855cc6,pilot_development_only,natural_random,*.gov.za,0,0,11,85,6,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0087,7601a7921847e7df9a13937331577571ebfc5cb1dc76fe85799cabc5ff158fe1,a293dbc01e6ee8c74d9fa3f7b87b9dbce925a24d3355a43c3cbe0c44b8794078,pilot_development_only,coverage_non_gov_source,Sentences attained from African WordNet.,0,0,12,177,153,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0088,7603e82df68173b4f62e9439b11b9dd21e30d502d889cc53722059316f8523b0,24d9de563dffe48e1e6ddc9cdb65f47eaab93ca5e0ffb0cf5cf94a44ee3469d4,pilot_development_only,natural_random,*.gov.za,0,0,14,24,56,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0089,778c3095a04d59a2c475fbeaf7bda7b6f7d35f50d5fd1828c0471f8e6de09bb0,32c67a53b66a6c8d2e6aed07adf1f585b4018365dace724b9b42f08a3eb735ab,pilot_development_only,coverage_non_gov_source,The Write It project at the North-West University,0,0,10,90,181,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0090,779ae83d96e4a311cf013b31f96b51e2064d56f1693d491966a9609ecb08beca,57cc6eede96db093f3756e7f79eea8e294ac392d6cceb08afc77cf4c3a968ee3,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,29,71,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0091,794c6ffe785a97a99623b4d7b325632ef3329bc0e01c550c35a2828b223a10ce,2a665cfa2d64db08ccf7f256dee0818db01777509b7730673ed61920ef553fdd,pilot_development_only,coverage_downvoted,*.gov.za,0,1,8,14,23,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0092,79c8abfe2d6082220bc57812ac5f9f2e26b5a56afd957d5016b42a60a87f33f1,063b397ea912371f91fb04a9765bdca611adc685ad5702a7eced44fc03cc721a,pilot_development_only,coverage_downvoted,*.gov.za,0,1,8,11,115,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0093,79f7145e1a7f8ec53e8fc455a414d7137c7ef48a65507150427c62f67be13b22,a8ebb08cfa7103664b00a4b1295cb03f5121961d5828930756e1c306fc55347b,pilot_development_only,natural_random,*.gov.za,1,0,8,48,110,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0094,7b9e737d0d528e6316706327d795b059e870cdfb4183e6c05c1373722b40faf3,9e5b33b1bacc1545678f0ddadb2b524383c9f51e9e92bfc7d12cb38cd649a62f,pilot_development_only,natural_random,*.gov.za,0,0,12,95,139,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0095,7c0fb2c2c5e4831adc3a2e93893640becfeeaef4edc062685245d0f82571743b,dd086017a004e52fbc44091ce0fbbb050db78b1715c6ecda97c582a70c9ab83f,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,8,27,70,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0096,7c249807f7b1aec93684b70859eaace0c76b52235aaacaedcc4e4748f9211aaf,fca9c89439169da8b552146a3f86d0ef2a6a9413bac53fdd2784ddef66a355e6,pilot_development_only,natural_random,*.gov.za,0,0,14,67,84,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0097,7e971c48724da69e83fa825882452ec924f48c9f27745ba24bdefedd29b5cf38,0c160e073411b6b43fe558cd288e95252809713138fa25f04d1439cc13fc3fde,pilot_development_only,natural_random,*.gov.za,1,0,7,34,39,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0098,7f84f0b5977a9ea67f263c63cd5d61643965f73450d4a762b3792dd6e529f46d,54356632ba9cf9889af62eae1e193e3b6593bb5139e1ac01c81df56a84e31b63,pilot_development_only,natural_random,*.gov.za,0,0,11,192,198,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0099,82cc7154c041db4929c009ce186634453e715bdabb518157c062f94a5124e1fb,1a327a7f308158599dee459fc96b6ffcc0a5cbd8aa7a6a68193de8cc297376c5,pilot_development_only,natural_random,*.gov.za,0,0,14,21,156,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0100,88ffcf3e52bafa7f6b6edfa2eee07c42c9df0533be0babaa18aaf4300d5578cc,1f0cfe7a63870b63739602903da4c7a0ca82f7e18a0496ef4e8e6d4af7bfe48f,pilot_development_only,natural_random,*.gov.za,0,0,12,174,36,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0101,8abdc5cc0650ef91c7deadc4efbf554196ca019f4135b58854fdce16d35e5184,bdd83955d3d2ceb76e035690ab5317de234a208b5cd704fdb92d6d3272f71706,pilot_development_only,natural_random,*.gov.za,0,0,10,138,27,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0102,8bf32c3e8e08bfef5c3aecbffb5910894c4cb855476f83f3e63834bf867e9c87,1c8b25895660ed3b578d0f2895ee9ca75cef017a76e2d59ac0d33100669fd39c,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,4,186,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0103,8ccd7a49bb653879bc2f4490c8fde94d30c239d5adb6b064c6bf8b409ea79ad1,ff97872df1c45ab6fa06d0d0bf94d6227ed7d6f3656eff6caca616cc97e6317a,pilot_development_only,natural_random,*.gov.za,1,0,7,161,16,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0104,8cd9c4e1e66d0517c658f159fe6a85207b85d833ef404b236092aedf6ef92124,046a33d873eeaa28a2ae24955f5a4fdedaaf78e9ccd5ea1ee5fbc839d08d9fc9,pilot_development_only,natural_random,*.gov.za,0,0,12,188,77,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0105,8dce890e0018a9fe45e1b7acebea9cf31b7ac74cdffb5a270a642970b79f7382,edd0b5c5753f5747a724c584420f9d9dc66819cdebee06080bbdb1d4efb5ccbe,pilot_development_only,natural_random,*.gov.za,0,0,12,16,51,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0106,8e209de651ea94fa8647a381e753a727d88e71a023af8a898a91b96cceeca8f5,e985ba87b081b24d6d7bc78421dac4cd284a59baf552fc2edae382f13a546c55,pilot_development_only,natural_random,*.gov.za,1,0,7,10,79,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0107,8ee6c617eac36932353468c1955ddcfbc2e00dcb9805d806fcb62f0eb6737f29,a6b589bfe0b678772490f45c5b48ab2309127d1fd4fb53369566abc3ccd6a747,pilot_development_only,natural_random,*.gov.za,0,1,10,62,32,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0108,9009033ea0fac21172b5065e938df8773c2ed9e4beb1a0a2304954af08db0c90,964aef238e2fb9cd48be49697eb111412a4572a0ac210c962a404d1c3d904d56,pilot_development_only,coverage_non_gov_source,Sentences attained from African WordNet.,0,0,11,79,176,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0109,902028b6126681faa4ab14e46c4375b3c4d0acadd3408610da701de37a0f5c13,7bfad581d5a0a11d82d5d348d25230e9a450e9dc9a157fc64647a209b4dd2c5f,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,7,111,128,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0110,90549e5ee8bfe376f40b11581426828d3d2ac5e9c526a7950f38c036cff6a0c7,2015f533e8dc7b55ea317284988cc89c4fd39faf5b418f77464db9d7cfd1faf8,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,2,44,55,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0111,928c4e1fbbe99572bf9470e041cd4cd55b52eb0147c32779920619c075113fca,460879a1c20d4ae493faa63fe129823d26ba9cb138babbd59220e980cdd69217,pilot_development_only,natural_random,*.gov.za,0,0,12,101,175,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0112,9327fca8bac9e87da02db82469fc7ccd0b4175c241189eb83d4ad53fc1ed1cd9,bbe6fd3b4ad1c19fd9e6e01733aea6524d42a4fb9ee4ccfebadd4a98dd022a7c,pilot_development_only,natural_random,Sentences attained from African WordNet.,0,0,12,156,29,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0113,93c36323ea54c50d115894adc56673a7523415d846fc46924e0b358f773a837e,74e8bb2b6523d2be86908581bd284592d768eb147b7eb7c0f95cb77d5b0eb602,pilot_development_only,natural_random,*.gov.za,0,0,11,31,54,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0114,9421e1e4001afee84a5ab780d1f8cdf8abeeb066cb960f224cdb44a135490fc1,608f24d65c7645bc7dcc099575a2484faf421d97a50c2cfd4f3575e0f012fc98,pilot_development_only,natural_random,*.gov.za,0,0,14,98,149,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0115,944cb0b8f26a37f83c60467d86b2dd57851a0c8e3270e2848345a611e6e7df6c,cf467c18f70fc1be13836e766c614db7c5c76d4b2ca17dd6478ae682cc11a30f,pilot_development_only,natural_random,*.gov.za,0,0,11,33,96,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0116,94bb3165743650d2e796ff2ac84ec41fdf5294bc9df237b4257c5656b3a206f7,31a184c4099d41725b22dc7df51dd956937012bd232ffbd138cecfe12d6717fa,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,5,164,72,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0117,9516cbe98c83725075c20d89288c1ebcb8334f235fcad0802b9ad2ed6cf2a6ee,4f61c80cc693e3cbf07c3f9ac008fe680e2a14a5f8e00408b5b4b20edc0142df,pilot_development_only,natural_random,*.gov.za,0,0,13,198,107,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0118,96b693122d139d652e87cd522fcac2b9bc2989f8567c8d9cdc6d7841cd1cde86,4850353b3afae21cf006c01f0eab46fcbea27dbec7480770e7a078c2601847ae,pilot_development_only,natural_random,*.gov.za,0,0,14,171,108,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0119,96d7d76552d2a6fdade5ed8731ff58fd9c98d072061b8950997654179a821b2d,8256991c57ac0d11ed5e363a8fb975ce9e4311052826262231ed398b52ad5cc4,pilot_development_only,natural_random,*.gov.za,0,0,11,169,182,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0120,972770ad6845b38da02ac482ec0b0f6ae35edd6bbe21f6cafd9cbdd00477c910,106606dfa8b58b7b20904d6e1128a8d6f0cdebeeb9d3b26a0c2a9e3074791773,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,4,5,171,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0121,98032e81feffb8829fde663eef17b695145a85dacb41ddfa55a8024b22e26a21,dd914cdea625c40eb158e737feecbc0517520ce7b67b578f50c08124781b2fb3,pilot_development_only,natural_random,*.gov.za,0,0,8,104,93,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0122,98fcc64ce0300b625fa88b29f1f9156a892c4a01aa3be3b5c2c1e380d0722c10,269dac7c30bdc1dcf2afec4d42c8a317b8ac0f724184d5d97be4e02823998190,pilot_development_only,natural_random,*.gov.za,0,0,8,112,34,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0123,9a738a087880cde52b5f06f1b5b76c56b1301c02acbe8286fca489515f2aa418,d3b2964a4f3c8cd60f61786f8f50a726de7eee7a900e19dfd94673efe4881e7d,pilot_development_only,natural_random,*.gov.za,0,0,11,116,177,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0124,9c325bc5cbb4b287848db460af35f539705031b102454ed1be833402be133041,ceae9c7ae6730ced8405b670440eff4f4eada116d268d8df239bca7b9e2c8a91,pilot_development_only,natural_random,*.gov.za,0,0,12,176,180,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0125,9c4176dcdf3769ce6e52c0d32a4a9721371aa594a1daa6ffa7a826194c9d85fb,b63d072a150360d9c92db4b5b2dd1b493cbd5f7aedda4546094cd90001188379,pilot_development_only,natural_random,*.gov.za,0,0,12,139,135,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0126,9f7ea564dd3f75c0171481e2537d557756211e679f0d7eba7918c33f75628144,a71fe19e1160c30de7437cce32373592b6db1df41bb619cad697c27ec54503eb,pilot_development_only,natural_random,*.gov.za,0,0,13,173,124,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0127,9fa20036204ade0e93ef4f6ded2ca425194e280602797087f885cd8d7f7fcff3,65d946d3267643501a7118e859b6ac13f979ae2a83682a779884619385e6ba3d,pilot_development_only,natural_random,*.gov.za,0,0,10,129,85,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0128,9fcd24b44ca1cc533a052f1e98c4c7dbfd44b47e2b5ed72c43867f294cf337b6,86c162212c85624fa59dbaab2f161ef2e8e9f588873d3161d220644705be8930,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,1,87,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0129,a04d8397d6d0ff2e22465abe5bfd848f6057fc4a87fc3d7b400c0d0fa4c24b0e,f7cd5aff6befd90005bcc5f21574d2ab1f53734d417d196048fb6e6be293e3bc,pilot_development_only,natural_random,*.gov.za,0,0,13,118,98,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0130,a15d4bdc9148c4db4013e0bfc96e92e19b494e94408558a94ef494394f19f608,7d134e0dc786cc7082b11d656c9a8c04ff5f33c4b9a66f1a43a7b86ba0e38474,pilot_development_only,natural_random,Sentences attained from African WordNet.,0,0,13,41,80,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0131,a176aa65373e3259d470eb4d484aca489c44d02f43715d003cf91e26ceac5163,6e669a836f551579a41758ea7592f9768378dd10779063060cac08c88dd65839,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,2,182,83,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0132,a1d0c435b7ef9fb3af24e2a2665b30f802c13fa1832f392d28f63c6dbdca644a,2c5913d5f8bfc2f458ce9c6b27636cc930abb76e18371923f6e463dc20efd6b2,pilot_development_only,natural_random,*.gov.za,0,0,11,191,118,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0133,a29422e804eb215c3e6dfd465dca2ae5f447fbccde99c89a1e525b90cbe906c9,498fdc12909a280fc36c0b5714e7d05c61d73a67435f430d6a98ae7f532e65a4,pilot_development_only,natural_random,*.gov.za,1,0,9,88,1,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0134,a3014bc0375c6103c64dfe1a00ef3f1a17a742d17069ab847b3c8d5692104582,ff5f539b90e29d6b597ba18099e5a3d4c70be79c68094a81cb0ce5aef2ae8b4c,pilot_development_only,coverage_downvoted,*.gov.za,1,1,7,155,199,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0135,a50bd25f380aea748d2a37fddc051983d3d1be752d5bbe1a9072917fb32d490b,e5e1a4f4b6817b3a77cb9e7d1756f7969c6a68d0d478cfb0924bd48ac551d640,pilot_development_only,natural_random,*.gov.za,0,0,12,54,138,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0136,a5dcb493f3cc030e8550a4ab7e43750f9d9ec0ff2130f4ddf5c660a98c321b05,1586a3652ad263dd25b3093ed4cd36a24408e3965ef49bdff799637f75510b3d,pilot_development_only,natural_random,*.gov.za,0,0,13,140,170,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0137,a6c2536d7b6d9db2bb15b3a29fd90395ad005e31443911789aafbd98ddd595a2,bd5b2b4739e0103de2d3ff450fcf48b2a1e28ab966f14e3a4c31085d5488bb2d,pilot_development_only,natural_random,*.gov.za,0,0,11,102,183,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0138,a7fc1127d10b2c509c9f191c124fd6087f6b2410435d497ae7ec90767dce03c3,4e8949d01898dbe35af327fd9044ff80971a86b2156ad0aa59aaeabcf99982a4,pilot_development_only,natural_random,*.gov.za,0,0,10,99,97,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0139,aa3f709784779cee8187b91247f0a18346cd550156ebbc37a1e0a66c6df2ea9d,cb1d4e6d47870611e5c51ee199b7c7cd12941c212ef63fa46acad4c48e56e791,pilot_development_only,natural_random,*.gov.za,0,0,10,86,126,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0140,ab09def7249135458f168a1375d4a3205376cd2dd1c2c9a17f15da83b58e53cb,25df15848ec607621f22ccd52ab38a7b2d6f1732280425380d797b3c25888e56,pilot_development_only,natural_random,*.gov.za,1,0,8,147,5,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0141,abf264507ac01c28b7876ec1200200280544a70d477f1165243d9801db4351e6,d74cfd8e3e0aa444f33f334a97c20aeda0e576a4960ec99da8c5015ff5ad4684,pilot_development_only,coverage_downvoted,*.gov.za,0,1,8,81,59,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0142,aceae4fb44d1cefb4a393c0c60e9ab6d54849eba16ad3f2d19d572d7fce9b758,b182497ea0cb0ad4ec5b794b834e1d2710d4822f274bc48ca2a033e0e8ce6163,pilot_development_only,natural_random,*.gov.za,0,0,11,183,192,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0143,aec3e264a3230fbf24882f7a77ef3131d506e0738f690036068dd7bb5971b116,7f58d65de0687575d48335a0192f1c0c8237724e69f21eee10ade1b0122232e1,pilot_development_only,natural_random,*.gov.za,0,0,13,115,143,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0144,b29ccac03e7e1c91ca13c7af768e87f45dcab4fc708bc2f6d218075b94cb4f15,b52ce4d085ac052e4be54db51551a25456f1af3639c6fcefaf50abf3a3aa9ebc,pilot_development_only,natural_random,*.gov.za,0,0,11,87,130,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0145,b52ba550c8069d522b52ec4ea1f62739d4717387739646cabfd714a0b00daa09,c37b3b69cef4e2458d9e2d4bd2a96eb117c4fb241290262ba52cb79fba57d8b5,pilot_development_only,natural_random,*.gov.za,1,0,7,200,140,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0146,b5e8242ce1f7119a9cb812edbe938629b7b1c96e906c13875008783f4d70f967,297caba392c60c07c4d99eecd138fa2453c0437f728709799c7a0c614076e9b9,pilot_development_only,natural_random,*.gov.za,0,0,12,97,44,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0147,b69e06644c22917623bbe56b2e41e4cd5d01ddc7944228347757ea702b5ad4ac,95c890a9b7f0ea1ec3baf51ee1a728bae256d652b7b8c7d7a3d2b842912c7452,pilot_development_only,natural_random,*.gov.za,1,0,9,194,11,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0148,b6f30ee4fee9fc0efc4c89f1fb4ec2c05a07c8738f86965c727f69eb598550c2,a4c2575aad63621e50c5de8e6a75c8984808d561b2213dc5f80c14f0ba9f3588,pilot_development_only,natural_random,*.gov.za,0,0,9,2,66,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0149,b8d77c649f8fd8cd34c085299978793983f0ee7d5ef78b0aafe09f8351ef748d,6fdaade27374a9e6d6285954caec2aa54312760f7a6da3aa4110f90fe660b4a6,pilot_development_only,natural_random,*.gov.za,1,0,8,52,160,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0150,b99ef106261cb3abc72083cd2793a078ae3db25b32e545e45f908cb8d5ea902c,a7aca75724ff8ecbc5f697f7147261250ce83439e0b4d3986da673f9744def8d,pilot_development_only,natural_random,*.gov.za,0,0,14,6,38,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0151,ba90bc29d6b53492f32e5f438075e13e8a4475c8a1db3780f09e8c92400d7ea6,8925ab0dbf5cd49a51dff40c74a6e7171ac3448bd9fc7e6c7dc41a1486797bc4,pilot_development_only,natural_random,*.gov.za,0,0,13,144,164,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0152,bb8a5a83c231dc3b16875917d5f460036eb2d3921988b5a0e54cfe27090e972b,129670b3d0122528602be41ffbb4f09859a0504fa34fe328b7cb3be143b9b7b6,pilot_development_only,natural_random,*.gov.za,0,0,11,50,63,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0153,bbec8f7900a49dd26aa28724ec74eb9b199d914a337d1f0616833dc2ada160f1,b5e2a56fcb8b35e1fc017fb110ffa80c743e648abdbdecd2cfd3dd6f39f0134a,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,72,102,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0154,bdf13af180f3fac22b2a5b8b9217ab0257c199e6dec98692e74bdeb78eba6e33,39a88b560ed38d902184c3d78a507f3ec57a581ab31b9c43ce26c3555c5d970f,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,149,22,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0155,c0c62266fd940fe9d91472c2401721bb23a489cd9ef3260fe7f7854db478184c,acd8e4ebb7bd728e09ccdc7757410547fdba1fe150b1d6af61889d1919cd9d8f,pilot_development_only,natural_random,*.gov.za,0,0,12,92,40,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0156,c20f2b24ad339cdd1de9e9b2f7061dca1e7d3e1786d865f7ab1d2a79082cb182,80ad4daf5df70b42c4ebb03b607ec2a7956acde9f9eef3d53acbc43f4100cdef,pilot_development_only,coverage_downvoted,*.gov.za,0,1,9,131,101,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0157,c87bddab0ec2c29e46ea01aa71e6997e75028c49e22ab3b2952fb9ccc09f2fe5,1b110db459754a4279d4270ed1cec0bdf36b7b0346813a052bd67ba993786f1b,pilot_development_only,natural_random,*.gov.za,1,0,11,134,21,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0158,c88e0ccf5bb9ec9195d0682f2b8a13634ed5f6e2af9dbe88a25aa4c3d1998da3,abf095cccdbe8c142a22a14eb6d16837d3b80c433f61af9aa9de5ce6db3f4fc5,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,3,45,50,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0159,c9730a1fb326f24782f7f92d66005437a9154914da8c1455c1fa99bf2cb17902,c89797ddb64ef169c22653dea48df844ab7ae7e4dc76d5c1cb3bf992aa57a5d3,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,5,193,187,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0160,c9abc911cd03b47e4d098573023f22c8a073a8f407391e2fe9e8308c229ace7f,391952e45819f674dc1d6737126d9b6bce5b65fbcf994a26210aae19b696eb96,pilot_development_only,natural_random,*.gov.za,0,0,13,113,106,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0161,cba5b957b1297df329676ea6906de8af205a10fbcd4e3732b551363e35b72740,b91b19267f19bd39aa0ce4934ba62307c9fb9520388bc3d523617d874cb7f6f6,pilot_development_only,natural_random,*.gov.za,0,0,11,73,7,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0162,cceade6ff56cb2e7d444f1669118a19cf16940173085846ff5f7110e2955cbd7,52965c056dc63d2beb642bb26e99a4bf9bbc47b42b38fd78119824474f509398,pilot_development_only,coverage_downvoted,*.gov.za,0,1,11,119,161,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0163,ce9361245aea66708cc5d10eb139e7081069d314802b10da1b6ed8cdcb3880c7,785d63fa40fa37a00a416bd515591cb65bdf3709ee2d4ac39fde46f93a98c3ac,pilot_development_only,natural_random,*.gov.za,0,0,11,157,109,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0164,cf9fe35e46c15b9d25f33a12500dd19dc923153bb47403f1f4b2adc2822c59b5,f0ce7050e621c01857007c10c56d5473bdc059702de2303f8bbaea3fdced1f68,pilot_development_only,natural_random,*.gov.za,1,0,7,163,4,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0165,d56475f7aecb9da220b5453b0ff94176e811887c8dd85bce41b3c57b1e326d98,126dc64448469f866a024cd05ad497c47643913e1fffb98f6520fe19d549f9bf,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,2,136,74,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0166,d6b6266065313fb47a308e79beb90b30e7569a94a24f83bf1ca0804db76eb703,180355cdb7c5706e62ef8fa292153b8fabdbdc9e1c12174be821c32e73befefe,pilot_development_only,natural_random,*.gov.za,0,0,11,17,28,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0167,d704375908c343ab77fa9921c2e70f987992d7f6c76d6c10e07d7a06122ce696,4d5f2ef454dcb6219e1c28914be2c4bd634d579fe88f24795d9294534d18e39f,pilot_development_only,natural_random,*.gov.za,0,0,14,189,82,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0168,d76e455daa5079b1e3f029d82822712b6dedd60389067915ef769a0b765169ab,a00dae744e94e083cbb20c048a93f01e03c91fe02d31e248dac61ddb85254e62,pilot_development_only,natural_random,*.gov.za,0,0,11,70,26,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0169,d84dacdc9311f966a37d8988b1942c0cf7b67eaa13a620c244f05c5c8e014c34,bae83b83c9ebbfb8c687ae8162e1d124d2f46aaee3b740d837ec87eec8231ff3,pilot_development_only,coverage_downvoted,*.gov.za,0,1,7,63,120,42,pilot_v1_natural150_coverage50
